Unnamed: 0,session__sessionId,Experiment,Answer,Type,lvlAfter,lvlBefore,Course
3640,546,artcurated,False,curated,2.0,2.0,ART
3641,546,artcurated,False,curated,2.0,2.0,ART
3642,546,artcurated,True,curated,2.0,2.0,ART
3643,546,artcurated,True,curated,2.0,2.0,ART
3644,546,artcurated,False,curated,2.0,2.0,ART
3645,546,artcurated,False,curated,2.0,2.0,ART
3646,546,artcurated,True,curated,2.0,2.0,ART
3647,546,artcurated,True,curated,2.0,2.0,ART
3648,546,artcurated,True,curated,2.0,2.0,ART
3649,546,artcurated,True,curated,2.0,2.0,ART
3650,659,artcurated,True,curated,2.0,1.0,ART
3651,659,artcurated,False,curated,2.0,1.0,ART
3652,659,artcurated,False,curated,2.0,1.0,ART
3653,659,artcurated,False,curated,2.0,1.0,ART
3654,659,artcurated,False,curated,2.0,1.0,ART
3655,659,artcurated,True,curated,2.0,1.0,ART
3656,659,artcurated,False,curated,2.0,1.0,ART
3657,659,artcurated,True,curated,2.0,1.0,ART
3658,659,artcurated,True,curated,2.0,1.0,ART
3659,659,artcurated,True,curated,2.0,1.0,ART
3660,659,artcurated,False,curated,2.0,1.0,ART
3661,659,artcurated,False,curated,2.0,1.0,ART
3662,659,artcurated,False,curated,2.0,1.0,ART
3663,659,artcurated,True,curated,2.0,1.0,ART
3664,659,artcurated,True,curated,2.0,1.0,ART
3665,659,artcurated,True,curated,2.0,1.0,ART
3666,659,artcurated,False,curated,2.0,1.0,ART
3667,659,artcurated,False,curated,2.0,1.0,ART
3668,659,artcurated,False,curated,2.0,1.0,ART
3669,659,artcurated,False,curated,2.0,1.0,ART
3670,1160,artcurated,True,curated,3.0,2.0,ART
3671,1160,artcurated,True,curated,3.0,2.0,ART
3672,1160,artcurated,True,curated,3.0,2.0,ART
3673,1160,artcurated,True,curated,3.0,2.0,ART
3674,1160,artcurated,True,curated,3.0,2.0,ART
3675,1160,artcurated,False,curated,3.0,2.0,ART
3676,1160,artcurated,True,curated,3.0,2.0,ART
3677,1160,artcurated,True,curated,3.0,2.0,ART
3678,1160,artcurated,True,curated,3.0,2.0,ART
3679,1160,artcurated,True,curated,3.0,2.0,ART
3680,1160,artcurated,False,curated,3.0,2.0,ART
3681,1160,artcurated,True,curated,3.0,2.0,ART
3682,1160,artcurated,True,curated,3.0,2.0,ART
3683,1160,artcurated,True,curated,3.0,2.0,ART
3684,1160,artcurated,True,curated,3.0,2.0,ART
3685,1160,artcurated,False,curated,3.0,2.0,ART
3686,1160,artcurated,False,curated,3.0,2.0,ART
3687,1160,artcurated,False,curated,3.0,2.0,ART
3688,1160,artcurated,False,curated,3.0,2.0,ART
3689,1160,artcurated,False,curated,3.0,2.0,ART
3690,272,artcurated,True,curated,1.0,0.0,ART
3691,272,artcurated,True,curated,1.0,0.0,ART
3692,272,artcurated,True,curated,1.0,0.0,ART
3693,272,artcurated,True,curated,1.0,0.0,ART
3694,272,artcurated,True,curated,1.0,0.0,ART
3695,272,artcurated,True,curated,1.0,0.0,ART
3696,272,artcurated,True,curated,1.0,0.0,ART
3697,272,artcurated,True,curated,1.0,0.0,ART
3698,272,artcurated,True,curated,1.0,0.0,ART
3699,272,artcurated,True,curated,1.0,0.0,ART
3700,272,artcurated,True,curated,1.0,0.0,ART
3701,272,artcurated,True,curated,1.0,0.0,ART
3702,272,artcurated,True,curated,1.0,0.0,ART
3703,272,artcurated,True,curated,1.0,0.0,ART
3704,272,artcurated,True,curated,1.0,0.0,ART
3705,272,artcurated,True,curated,1.0,0.0,ART
3706,272,artcurated,True,curated,1.0,0.0,ART
3707,272,artcurated,True,curated,1.0,0.0,ART
3708,272,artcurated,True,curated,1.0,0.0,ART
3709,272,artcurated,True,curated,1.0,0.0,ART
3710,630,artcurated,True,curated,2.0,1.0,ART
3711,630,artcurated,True,curated,2.0,1.0,ART
3712,630,artcurated,True,curated,2.0,1.0,ART
3713,630,artcurated,True,curated,2.0,1.0,ART
3714,630,artcurated,True,curated,2.0,1.0,ART
3715,630,artcurated,True,curated,2.0,1.0,ART
3716,630,artcurated,False,curated,2.0,1.0,ART
3717,630,artcurated,True,curated,2.0,1.0,ART
3718,630,artcurated,True,curated,2.0,1.0,ART
3719,630,artcurated,True,curated,2.0,1.0,ART
3720,630,artcurated,False,curated,2.0,1.0,ART
3721,630,artcurated,True,curated,2.0,1.0,ART
3722,630,artcurated,True,curated,2.0,1.0,ART
3723,630,artcurated,True,curated,2.0,1.0,ART
3724,630,artcurated,True,curated,2.0,1.0,ART
3725,630,artcurated,True,curated,2.0,1.0,ART
3726,630,artcurated,True,curated,2.0,1.0,ART
3727,630,artcurated,True,curated,2.0,1.0,ART
3728,630,artcurated,True,curated,2.0,1.0,ART
3729,630,artcurated,True,curated,2.0,1.0,ART
3730,1143,artcurated,True,curated,2.0,0.0,ART
3731,1143,artcurated,True,curated,2.0,0.0,ART
3732,1143,artcurated,True,curated,2.0,0.0,ART
3733,1143,artcurated,True,curated,2.0,0.0,ART
3734,1143,artcurated,True,curated,2.0,0.0,ART
3735,1143,artcurated,True,curated,2.0,0.0,ART
3736,1143,artcurated,True,curated,2.0,0.0,ART
3737,1143,artcurated,True,curated,2.0,0.0,ART
3738,1143,artcurated,True,curated,2.0,0.0,ART
3739,1143,artcurated,True,curated,2.0,0.0,ART
3740,1143,artcurated,True,curated,2.0,0.0,ART
3741,1143,artcurated,True,curated,2.0,0.0,ART
3742,1143,artcurated,True,curated,2.0,0.0,ART
3743,1143,artcurated,True,curated,2.0,0.0,ART
3744,1143,artcurated,True,curated,2.0,0.0,ART
3745,1143,artcurated,True,curated,2.0,0.0,ART
3746,1143,artcurated,True,curated,2.0,0.0,ART
3747,1143,artcurated,True,curated,2.0,0.0,ART
3748,1143,artcurated,True,curated,2.0,0.0,ART
3749,1143,artcurated,True,curated,2.0,0.0,ART
3750,489,artcurated,True,curated,3.0,2.0,ART
3751,489,artcurated,True,curated,3.0,2.0,ART
3752,489,artcurated,True,curated,3.0,2.0,ART
3753,489,artcurated,True,curated,3.0,2.0,ART
3754,489,artcurated,True,curated,3.0,2.0,ART
3755,489,artcurated,False,curated,3.0,2.0,ART
3756,489,artcurated,True,curated,3.0,2.0,ART
3757,489,artcurated,False,curated,3.0,2.0,ART
3758,489,artcurated,False,curated,3.0,2.0,ART
3759,489,artcurated,False,curated,3.0,2.0,ART
3760,489,artcurated,True,curated,3.0,2.0,ART
3761,489,artcurated,False,curated,3.0,2.0,ART
3762,489,artcurated,True,curated,3.0,2.0,ART
3763,489,artcurated,True,curated,3.0,2.0,ART
3764,489,artcurated,False,curated,3.0,2.0,ART
3765,489,artcurated,False,curated,3.0,2.0,ART
3766,489,artcurated,True,curated,3.0,2.0,ART
3767,489,artcurated,True,curated,3.0,2.0,ART
3768,489,artcurated,True,curated,3.0,2.0,ART
3769,489,artcurated,True,curated,3.0,2.0,ART
3770,960,artcurated,True,curated,1.0,0.0,ART
3771,960,artcurated,False,curated,1.0,0.0,ART
3772,960,artcurated,False,curated,1.0,0.0,ART
3773,960,artcurated,True,curated,1.0,0.0,ART
3774,960,artcurated,False,curated,1.0,0.0,ART
3775,960,artcurated,False,curated,1.0,0.0,ART
3776,960,artcurated,False,curated,1.0,0.0,ART
3777,960,artcurated,False,curated,1.0,0.0,ART
3778,960,artcurated,True,curated,1.0,0.0,ART
3779,960,artcurated,True,curated,1.0,0.0,ART
3780,960,artcurated,False,curated,1.0,0.0,ART
3781,960,artcurated,False,curated,1.0,0.0,ART
3782,960,artcurated,True,curated,1.0,0.0,ART
3783,960,artcurated,True,curated,1.0,0.0,ART
3784,960,artcurated,True,curated,1.0,0.0,ART
3785,960,artcurated,True,curated,1.0,0.0,ART
3786,960,artcurated,True,curated,1.0,0.0,ART
3787,960,artcurated,False,curated,1.0,0.0,ART
3788,960,artcurated,True,curated,1.0,0.0,ART
3789,960,artcurated,True,curated,1.0,0.0,ART
3790,233,artcurated,True,curated,3.0,1.0,ART
3791,233,artcurated,True,curated,3.0,1.0,ART
3792,233,artcurated,False,curated,3.0,1.0,ART
3793,233,artcurated,True,curated,3.0,1.0,ART
3794,233,artcurated,False,curated,3.0,1.0,ART
3795,233,artcurated,False,curated,3.0,1.0,ART
3796,233,artcurated,True,curated,3.0,1.0,ART
3797,233,artcurated,False,curated,3.0,1.0,ART
3798,233,artcurated,True,curated,3.0,1.0,ART
3799,233,artcurated,True,curated,3.0,1.0,ART
3800,233,artcurated,True,curated,3.0,1.0,ART
3801,233,artcurated,False,curated,3.0,1.0,ART
3802,233,artcurated,True,curated,3.0,1.0,ART
3803,233,artcurated,True,curated,3.0,1.0,ART
3804,233,artcurated,True,curated,3.0,1.0,ART
3805,233,artcurated,False,curated,3.0,1.0,ART
3806,233,artcurated,True,curated,3.0,1.0,ART
3807,233,artcurated,True,curated,3.0,1.0,ART
3808,233,artcurated,True,curated,3.0,1.0,ART
3809,233,artcurated,True,curated,3.0,1.0,ART
3810,626,artcurated,True,curated,3.0,1.0,ART
3811,626,artcurated,True,curated,3.0,1.0,ART
3812,626,artcurated,False,curated,3.0,1.0,ART
3813,626,artcurated,True,curated,3.0,1.0,ART
3814,626,artcurated,True,curated,3.0,1.0,ART
3815,626,artcurated,False,curated,3.0,1.0,ART
3816,626,artcurated,True,curated,3.0,1.0,ART
3817,626,artcurated,True,curated,3.0,1.0,ART
3818,626,artcurated,True,curated,3.0,1.0,ART
3819,626,artcurated,True,curated,3.0,1.0,ART
3820,626,artcurated,False,curated,3.0,1.0,ART
3821,626,artcurated,True,curated,3.0,1.0,ART
3822,626,artcurated,True,curated,3.0,1.0,ART
3823,626,artcurated,True,curated,3.0,1.0,ART
3824,626,artcurated,True,curated,3.0,1.0,ART
3825,626,artcurated,True,curated,3.0,1.0,ART
3826,626,artcurated,True,curated,3.0,1.0,ART
3827,626,artcurated,True,curated,3.0,1.0,ART
3828,626,artcurated,True,curated,3.0,1.0,ART
3829,626,artcurated,True,curated,3.0,1.0,ART
3830,467,artcurated,False,curated,3.0,4.0,ART
3831,467,artcurated,True,curated,3.0,4.0,ART
3832,467,artcurated,True,curated,3.0,4.0,ART
3833,467,artcurated,False,curated,3.0,4.0,ART
3834,467,artcurated,False,curated,3.0,4.0,ART
3835,467,artcurated,True,curated,3.0,4.0,ART
3836,467,artcurated,False,curated,3.0,4.0,ART
3837,467,artcurated,False,curated,3.0,4.0,ART
3838,467,artcurated,False,curated,3.0,4.0,ART
3839,467,artcurated,True,curated,3.0,4.0,ART
3840,467,artcurated,False,curated,3.0,4.0,ART
3841,467,artcurated,True,curated,3.0,4.0,ART
3842,467,artcurated,False,curated,3.0,4.0,ART
3843,467,artcurated,False,curated,3.0,4.0,ART
3844,467,artcurated,False,curated,3.0,4.0,ART
3845,467,artcurated,False,curated,3.0,4.0,ART
3846,467,artcurated,True,curated,3.0,4.0,ART
3847,467,artcurated,False,curated,3.0,4.0,ART
3848,467,artcurated,True,curated,3.0,4.0,ART
3849,467,artcurated,True,curated,3.0,4.0,ART
3850,623,artcurated,True,curated,2.0,1.0,ART
3851,623,artcurated,True,curated,2.0,1.0,ART
3852,623,artcurated,False,curated,2.0,1.0,ART
3853,623,artcurated,True,curated,2.0,1.0,ART
3854,623,artcurated,True,curated,2.0,1.0,ART
3855,623,artcurated,True,curated,2.0,1.0,ART
3856,623,artcurated,True,curated,2.0,1.0,ART
3857,623,artcurated,True,curated,2.0,1.0,ART
3858,623,artcurated,True,curated,2.0,1.0,ART
3859,623,artcurated,True,curated,2.0,1.0,ART
3860,623,artcurated,False,curated,2.0,1.0,ART
3861,623,artcurated,True,curated,2.0,1.0,ART
3862,623,artcurated,False,curated,2.0,1.0,ART
3863,623,artcurated,True,curated,2.0,1.0,ART
3864,623,artcurated,True,curated,2.0,1.0,ART
3865,623,artcurated,True,curated,2.0,1.0,ART
3866,623,artcurated,True,curated,2.0,1.0,ART
3867,623,artcurated,True,curated,2.0,1.0,ART
3868,623,artcurated,True,curated,2.0,1.0,ART
3869,623,artcurated,True,curated,2.0,1.0,ART
3870,998,artcurated,True,curated,4.0,4.0,ART
3871,998,artcurated,True,curated,4.0,4.0,ART
3872,998,artcurated,True,curated,4.0,4.0,ART
3873,998,artcurated,True,curated,4.0,4.0,ART
3874,998,artcurated,True,curated,4.0,4.0,ART
3875,998,artcurated,True,curated,4.0,4.0,ART
3876,998,artcurated,True,curated,4.0,4.0,ART
3877,998,artcurated,True,curated,4.0,4.0,ART
3878,998,artcurated,True,curated,4.0,4.0,ART
3879,998,artcurated,True,curated,4.0,4.0,ART
3880,998,artcurated,True,curated,4.0,4.0,ART
3881,998,artcurated,True,curated,4.0,4.0,ART
3882,998,artcurated,True,curated,4.0,4.0,ART
3883,998,artcurated,True,curated,4.0,4.0,ART
3884,998,artcurated,False,curated,4.0,4.0,ART
3885,998,artcurated,True,curated,4.0,4.0,ART
3886,998,artcurated,True,curated,4.0,4.0,ART
3887,998,artcurated,True,curated,4.0,4.0,ART
3888,998,artcurated,True,curated,4.0,4.0,ART
3889,998,artcurated,True,curated,4.0,4.0,ART
3890,908,artcurated,True,curated,1.0,1.0,ART
3891,908,artcurated,True,curated,1.0,1.0,ART
3892,908,artcurated,False,curated,1.0,1.0,ART
3893,908,artcurated,True,curated,1.0,1.0,ART
3894,908,artcurated,True,curated,1.0,1.0,ART
3895,908,artcurated,True,curated,1.0,1.0,ART
3896,908,artcurated,True,curated,1.0,1.0,ART
3897,908,artcurated,False,curated,1.0,1.0,ART
3898,908,artcurated,True,curated,1.0,1.0,ART
3899,908,artcurated,True,curated,1.0,1.0,ART
3900,908,artcurated,False,curated,1.0,1.0,ART
3901,908,artcurated,True,curated,1.0,1.0,ART
3902,908,artcurated,True,curated,1.0,1.0,ART
3903,908,artcurated,True,curated,1.0,1.0,ART
3904,908,artcurated,True,curated,1.0,1.0,ART
3905,908,artcurated,True,curated,1.0,1.0,ART
3906,908,artcurated,True,curated,1.0,1.0,ART
3907,908,artcurated,True,curated,1.0,1.0,ART
3908,908,artcurated,True,curated,1.0,1.0,ART
3909,908,artcurated,True,curated,1.0,1.0,ART
3910,622,artcurated,True,curated,2.0,0.0,ART
3911,622,artcurated,True,curated,2.0,0.0,ART
3912,622,artcurated,False,curated,2.0,0.0,ART
3913,622,artcurated,True,curated,2.0,0.0,ART
3914,622,artcurated,True,curated,2.0,0.0,ART
3915,622,artcurated,True,curated,2.0,0.0,ART
3916,622,artcurated,True,curated,2.0,0.0,ART
3917,622,artcurated,True,curated,2.0,0.0,ART
3918,622,artcurated,True,curated,2.0,0.0,ART
3919,622,artcurated,True,curated,2.0,0.0,ART
3920,622,artcurated,True,curated,2.0,0.0,ART
3921,622,artcurated,True,curated,2.0,0.0,ART
3922,622,artcurated,True,curated,2.0,0.0,ART
3923,622,artcurated,True,curated,2.0,0.0,ART
3924,622,artcurated,True,curated,2.0,0.0,ART
3925,622,artcurated,True,curated,2.0,0.0,ART
3926,622,artcurated,True,curated,2.0,0.0,ART
3927,622,artcurated,True,curated,2.0,0.0,ART
3928,622,artcurated,True,curated,2.0,0.0,ART
3929,622,artcurated,True,curated,2.0,0.0,ART
3930,108,artcurated,True,curated,1.0,0.0,ART
3931,108,artcurated,True,curated,1.0,0.0,ART
3932,108,artcurated,True,curated,1.0,0.0,ART
3933,108,artcurated,True,curated,1.0,0.0,ART
3934,108,artcurated,True,curated,1.0,0.0,ART
3935,108,artcurated,True,curated,1.0,0.0,ART
3936,108,artcurated,True,curated,1.0,0.0,ART
3937,108,artcurated,True,curated,1.0,0.0,ART
3938,108,artcurated,True,curated,1.0,0.0,ART
3939,108,artcurated,True,curated,1.0,0.0,ART
3940,108,artcurated,False,curated,1.0,0.0,ART
3941,108,artcurated,True,curated,1.0,0.0,ART
3942,108,artcurated,False,curated,1.0,0.0,ART
3943,108,artcurated,True,curated,1.0,0.0,ART
3944,108,artcurated,True,curated,1.0,0.0,ART
3945,108,artcurated,True,curated,1.0,0.0,ART
3946,108,artcurated,True,curated,1.0,0.0,ART
3947,108,artcurated,True,curated,1.0,0.0,ART
3948,108,artcurated,True,curated,1.0,0.0,ART
3949,108,artcurated,True,curated,1.0,0.0,ART
3950,138,artcurated,True,curated,3.0,1.0,ART
3951,138,artcurated,True,curated,3.0,1.0,ART
3952,138,artcurated,False,curated,3.0,1.0,ART
3953,138,artcurated,True,curated,3.0,1.0,ART
3954,138,artcurated,False,curated,3.0,1.0,ART
3955,138,artcurated,True,curated,3.0,1.0,ART
3956,138,artcurated,False,curated,3.0,1.0,ART
3957,138,artcurated,True,curated,3.0,1.0,ART
3958,138,artcurated,True,curated,3.0,1.0,ART
3959,138,artcurated,True,curated,3.0,1.0,ART
3960,138,artcurated,False,curated,3.0,1.0,ART
3961,138,artcurated,False,curated,3.0,1.0,ART
3962,138,artcurated,True,curated,3.0,1.0,ART
3963,138,artcurated,True,curated,3.0,1.0,ART
3964,138,artcurated,False,curated,3.0,1.0,ART
3965,138,artcurated,True,curated,3.0,1.0,ART
3966,138,artcurated,True,curated,3.0,1.0,ART
3967,138,artcurated,True,curated,3.0,1.0,ART
3968,138,artcurated,True,curated,3.0,1.0,ART
3969,138,artcurated,True,curated,3.0,1.0,ART
3970,473,artcurated,True,curated,2.0,1.0,ART
3971,473,artcurated,True,curated,2.0,1.0,ART
3972,473,artcurated,False,curated,2.0,1.0,ART
3973,473,artcurated,True,curated,2.0,1.0,ART
3974,473,artcurated,True,curated,2.0,1.0,ART
3975,473,artcurated,True,curated,2.0,1.0,ART
3976,473,artcurated,True,curated,2.0,1.0,ART
3977,473,artcurated,True,curated,2.0,1.0,ART
3978,473,artcurated,True,curated,2.0,1.0,ART
3979,473,artcurated,True,curated,2.0,1.0,ART
3980,473,artcurated,True,curated,2.0,1.0,ART
3981,473,artcurated,True,curated,2.0,1.0,ART
3982,473,artcurated,True,curated,2.0,1.0,ART
3983,473,artcurated,True,curated,2.0,1.0,ART
3984,473,artcurated,False,curated,2.0,1.0,ART
3985,473,artcurated,True,curated,2.0,1.0,ART
3986,473,artcurated,True,curated,2.0,1.0,ART
3987,473,artcurated,True,curated,2.0,1.0,ART
3988,473,artcurated,True,curated,2.0,1.0,ART
3989,473,artcurated,True,curated,2.0,1.0,ART
3990,1106,artcurated,True,curated,2.0,0.0,ART
3991,1106,artcurated,True,curated,2.0,0.0,ART
3992,1106,artcurated,True,curated,2.0,0.0,ART
3993,1106,artcurated,True,curated,2.0,0.0,ART
3994,1106,artcurated,True,curated,2.0,0.0,ART
3995,1106,artcurated,True,curated,2.0,0.0,ART
3996,1106,artcurated,True,curated,2.0,0.0,ART
3997,1106,artcurated,True,curated,2.0,0.0,ART
3998,1106,artcurated,True,curated,2.0,0.0,ART
3999,1106,artcurated,True,curated,2.0,0.0,ART
4000,1106,artcurated,False,curated,2.0,0.0,ART
4001,1106,artcurated,True,curated,2.0,0.0,ART
4002,1106,artcurated,True,curated,2.0,0.0,ART
4003,1106,artcurated,True,curated,2.0,0.0,ART
4004,1106,artcurated,True,curated,2.0,0.0,ART
4005,1106,artcurated,True,curated,2.0,0.0,ART
4006,1106,artcurated,True,curated,2.0,0.0,ART
4007,1106,artcurated,True,curated,2.0,0.0,ART
4008,1106,artcurated,True,curated,2.0,0.0,ART
4009,1106,artcurated,True,curated,2.0,0.0,ART
4010,410,artcurated,False,curated,3.0,2.0,ART
4011,410,artcurated,True,curated,3.0,2.0,ART
4012,410,artcurated,True,curated,3.0,2.0,ART
4013,410,artcurated,False,curated,3.0,2.0,ART
4014,410,artcurated,False,curated,3.0,2.0,ART
4015,410,artcurated,True,curated,3.0,2.0,ART
4016,410,artcurated,True,curated,3.0,2.0,ART
4017,410,artcurated,True,curated,3.0,2.0,ART
4018,410,artcurated,True,curated,3.0,2.0,ART
4019,410,artcurated,True,curated,3.0,2.0,ART
4020,410,artcurated,False,curated,3.0,2.0,ART
4021,410,artcurated,True,curated,3.0,2.0,ART
4022,410,artcurated,True,curated,3.0,2.0,ART
4023,410,artcurated,True,curated,3.0,2.0,ART
4024,410,artcurated,False,curated,3.0,2.0,ART
4025,410,artcurated,False,curated,3.0,2.0,ART
4026,410,artcurated,False,curated,3.0,2.0,ART
4027,410,artcurated,False,curated,3.0,2.0,ART
4028,410,artcurated,False,curated,3.0,2.0,ART
4029,410,artcurated,False,curated,3.0,2.0,ART
4030,1133,artcurated,True,curated,1.0,0.0,ART
4031,1133,artcurated,True,curated,1.0,0.0,ART
4032,1133,artcurated,True,curated,1.0,0.0,ART
4033,1133,artcurated,True,curated,1.0,0.0,ART
4034,1133,artcurated,True,curated,1.0,0.0,ART
4035,1133,artcurated,True,curated,1.0,0.0,ART
4036,1133,artcurated,True,curated,1.0,0.0,ART
4037,1133,artcurated,True,curated,1.0,0.0,ART
4038,1133,artcurated,True,curated,1.0,0.0,ART
4039,1133,artcurated,True,curated,1.0,0.0,ART
4040,1133,artcurated,False,curated,1.0,0.0,ART
4041,1133,artcurated,True,curated,1.0,0.0,ART
4042,1133,artcurated,True,curated,1.0,0.0,ART
4043,1133,artcurated,True,curated,1.0,0.0,ART
4044,1133,artcurated,True,curated,1.0,0.0,ART
4045,1133,artcurated,True,curated,1.0,0.0,ART
4046,1133,artcurated,True,curated,1.0,0.0,ART
4047,1133,artcurated,True,curated,1.0,0.0,ART
4048,1133,artcurated,True,curated,1.0,0.0,ART
4049,1133,artcurated,True,curated,1.0,0.0,ART
4050,266,artcurated,True,curated,0.0,0.0,ART
4051,266,artcurated,True,curated,0.0,0.0,ART
4052,266,artcurated,True,curated,0.0,0.0,ART
4053,266,artcurated,True,curated,0.0,0.0,ART
4054,266,artcurated,True,curated,0.0,0.0,ART
4055,266,artcurated,True,curated,0.0,0.0,ART
4056,266,artcurated,True,curated,0.0,0.0,ART
4057,266,artcurated,True,curated,0.0,0.0,ART
4058,266,artcurated,True,curated,0.0,0.0,ART
4059,266,artcurated,True,curated,0.0,0.0,ART
4060,266,artcurated,False,curated,0.0,0.0,ART
4061,266,artcurated,True,curated,0.0,0.0,ART
4062,266,artcurated,True,curated,0.0,0.0,ART
4063,266,artcurated,True,curated,0.0,0.0,ART
4064,266,artcurated,True,curated,0.0,0.0,ART
4065,266,artcurated,True,curated,0.0,0.0,ART
4066,266,artcurated,True,curated,0.0,0.0,ART
4067,266,artcurated,True,curated,0.0,0.0,ART
4068,266,artcurated,True,curated,0.0,0.0,ART
4069,266,artcurated,True,curated,0.0,0.0,ART
4070,506,artcurated,True,curated,4.0,3.0,ART
4071,506,artcurated,True,curated,4.0,3.0,ART
4072,506,artcurated,True,curated,4.0,3.0,ART
4073,506,artcurated,True,curated,4.0,3.0,ART
4074,506,artcurated,True,curated,4.0,3.0,ART
4075,506,artcurated,True,curated,4.0,3.0,ART
4076,506,artcurated,True,curated,4.0,3.0,ART
4077,506,artcurated,True,curated,4.0,3.0,ART
4078,506,artcurated,True,curated,4.0,3.0,ART
4079,506,artcurated,True,curated,4.0,3.0,ART
4080,506,artcurated,False,curated,4.0,3.0,ART
4081,506,artcurated,True,curated,4.0,3.0,ART
4082,506,artcurated,True,curated,4.0,3.0,ART
4083,506,artcurated,True,curated,4.0,3.0,ART
4084,506,artcurated,False,curated,4.0,3.0,ART
4085,506,artcurated,False,curated,4.0,3.0,ART
4086,506,artcurated,True,curated,4.0,3.0,ART
4087,506,artcurated,True,curated,4.0,3.0,ART
4088,506,artcurated,True,curated,4.0,3.0,ART
4089,506,artcurated,True,curated,4.0,3.0,ART
4090,685,artcurated,True,curated,1.0,0.0,ART
4091,685,artcurated,True,curated,1.0,0.0,ART
4092,685,artcurated,True,curated,1.0,0.0,ART
4093,685,artcurated,True,curated,1.0,0.0,ART
4094,685,artcurated,True,curated,1.0,0.0,ART
4095,685,artcurated,True,curated,1.0,0.0,ART
4096,685,artcurated,True,curated,1.0,0.0,ART
4097,685,artcurated,True,curated,1.0,0.0,ART
4098,685,artcurated,True,curated,1.0,0.0,ART
4099,685,artcurated,True,curated,1.0,0.0,ART
4100,685,artcurated,False,curated,1.0,0.0,ART
4101,685,artcurated,False,curated,1.0,0.0,ART
4102,685,artcurated,True,curated,1.0,0.0,ART
4103,685,artcurated,True,curated,1.0,0.0,ART
4104,685,artcurated,False,curated,1.0,0.0,ART
4105,685,artcurated,False,curated,1.0,0.0,ART
4106,685,artcurated,True,curated,1.0,0.0,ART
4107,685,artcurated,True,curated,1.0,0.0,ART
4108,685,artcurated,False,curated,1.0,0.0,ART
4109,685,artcurated,False,curated,1.0,0.0,ART
4110,229,artcurated,True,curated,1.0,0.0,ART
4111,229,artcurated,True,curated,1.0,0.0,ART
4112,229,artcurated,True,curated,1.0,0.0,ART
4113,229,artcurated,True,curated,1.0,0.0,ART
4114,229,artcurated,True,curated,1.0,0.0,ART
4115,229,artcurated,True,curated,1.0,0.0,ART
4116,229,artcurated,True,curated,1.0,0.0,ART
4117,229,artcurated,True,curated,1.0,0.0,ART
4118,229,artcurated,True,curated,1.0,0.0,ART
4119,229,artcurated,True,curated,1.0,0.0,ART
4120,229,artcurated,True,curated,1.0,0.0,ART
4121,229,artcurated,True,curated,1.0,0.0,ART
4122,229,artcurated,True,curated,1.0,0.0,ART
4123,229,artcurated,True,curated,1.0,0.0,ART
4124,229,artcurated,True,curated,1.0,0.0,ART
4125,229,artcurated,True,curated,1.0,0.0,ART
4126,229,artcurated,True,curated,1.0,0.0,ART
4127,229,artcurated,True,curated,1.0,0.0,ART
4128,229,artcurated,True,curated,1.0,0.0,ART
4129,229,artcurated,True,curated,1.0,0.0,ART
4130,1152,artcurated,True,curated,2.0,1.0,ART
4131,1152,artcurated,True,curated,2.0,1.0,ART
4132,1152,artcurated,True,curated,2.0,1.0,ART
4133,1152,artcurated,True,curated,2.0,1.0,ART
4134,1152,artcurated,True,curated,2.0,1.0,ART
4135,1152,artcurated,True,curated,2.0,1.0,ART
4136,1152,artcurated,True,curated,2.0,1.0,ART
4137,1152,artcurated,True,curated,2.0,1.0,ART
4138,1152,artcurated,True,curated,2.0,1.0,ART
4139,1152,artcurated,True,curated,2.0,1.0,ART
4140,1152,artcurated,True,curated,2.0,1.0,ART
4141,1152,artcurated,True,curated,2.0,1.0,ART
4142,1152,artcurated,True,curated,2.0,1.0,ART
4143,1152,artcurated,True,curated,2.0,1.0,ART
4144,1152,artcurated,True,curated,2.0,1.0,ART
4145,1152,artcurated,False,curated,2.0,1.0,ART
4146,1152,artcurated,True,curated,2.0,1.0,ART
4147,1152,artcurated,True,curated,2.0,1.0,ART
4148,1152,artcurated,True,curated,2.0,1.0,ART
4149,1152,artcurated,True,curated,2.0,1.0,ART
4150,34,artcurated,True,curated,1.0,0.0,ART
4151,34,artcurated,True,curated,1.0,0.0,ART
4152,34,artcurated,True,curated,1.0,0.0,ART
4153,34,artcurated,True,curated,1.0,0.0,ART
4154,34,artcurated,True,curated,1.0,0.0,ART
4155,34,artcurated,True,curated,1.0,0.0,ART
4156,34,artcurated,True,curated,1.0,0.0,ART
4157,34,artcurated,True,curated,1.0,0.0,ART
4158,34,artcurated,True,curated,1.0,0.0,ART
4159,34,artcurated,True,curated,1.0,0.0,ART
4160,34,artcurated,False,curated,1.0,0.0,ART
4161,34,artcurated,True,curated,1.0,0.0,ART
4162,34,artcurated,False,curated,1.0,0.0,ART
4163,34,artcurated,False,curated,1.0,0.0,ART
4164,34,artcurated,True,curated,1.0,0.0,ART
4165,34,artcurated,True,curated,1.0,0.0,ART
4166,34,artcurated,False,curated,1.0,0.0,ART
4167,34,artcurated,False,curated,1.0,0.0,ART
4168,34,artcurated,False,curated,1.0,0.0,ART
4169,34,artcurated,False,curated,1.0,0.0,ART
4170,1153,artcurated,True,curated,2.0,1.0,ART
4171,1153,artcurated,True,curated,2.0,1.0,ART
